is_RT	retweet_from	whole_tweet_text	original_text	retweet_text	cleaned_retweet_text
1	SteveSGoddard	RT @SteveSGoddard: The @nytimes was thrilled by Obama talking to Communist dictator Castro, and horrified by Trump talking to the elected l??e		 The @nytimes was thrilled by Obama talking to Communist dictator Castro, and horrified by Trump talking to the elected l??e	the nytimes was thrilled by obama talking to communist dictator castro and horrified by trump talking to the elected le
1	DonaldJTrumpJr	RT @DonaldJTrumpJr: Happy new year everyone. #newyear #family #vacation #familytime https://t.co/u9fJIKNoZq		 Happy new year everyone. #newyear #family #vacation #familytime https://t.co/u9fJIKNoZq	happy new year everyone newyear family vacation familytime
1	VoteHillary2016	RT @VoteHillary2016: Trump says Taiwain leader called him, though Taiwain paper says Trump staffer arranged call https://t.co/xfEIYifG5h ht??e		 Trump says Taiwain leader called him, though Taiwain paper says Trump staffer arranged call https://t.co/xfEIYifG5h ht??e	trump says taiwain leader called him though taiwain paper says trump staffer arranged call hte
1	NeonKnight1337	RT @NeonKnight1337: Donald Trump's call with Taiwan president was no surprise: Official https://t.co/QNEeWwh7gH https://t.co/asxcCO0tZD		 Donald Trump's call with Taiwan president was no surprise: Official https://t.co/QNEeWwh7gH https://t.co/asxcCO0tZD	donald trumps call with taiwan president was no surprise official
1	gatewaypundit	RT @gatewaypundit: The Trump Hotel Waikiki looks like a lovely resort @realDonaldTrump #Hawaii		 The Trump Hotel Waikiki looks like a lovely resort @realDonaldTrump #Hawaii	the trump hotel waikiki looks like a lovely resort realdonaldtrump hawaii
1	TrumpInaugural	RT @TrumpInaugural: Counting down the days until the swearing in of @realDonaldTrump &amp; @mike_pence. Check in here for the latest updates. #…		 Counting down the days until the swearing in of @realDonaldTrump &amp; @mike_pence. Check in here for the latest updates. #…	counting down the days until the swearing in of realdonaldtrump amp mikepence check in here for the latest updates
1	FoxNewsSunday	"RT @FoxNewsSunday: Sunday-- our exclusive interview with President-elect @realDonaldTrump 
Watch on @FoxNews at 2p/10p ET 
Check your local…"		" Sunday-- our exclusive interview with President-elect @realDonaldTrump 
Watch on @FoxNews at 2p/10p ET 
Check your local…"	"sunday our exclusive interview with presidentelect realdonaldtrump 
watch on foxnews at 2p10p et 
check your local"
1		"""@pellman11: @realDonaldTrump My mother has such a crush on you. She beat breast cancer this past year. Can I request a RT for my hero.Love"	" ""@pellman11: @realDonaldTrump My mother has such a crush on you. She beat breast cancer this past year. Can I request a"	 for my hero.Love	for my herolove
1	jsavino16	"""@byron400: RT @jsavino16 @realDonaldTrump played Trump national in Los Angeles yesterday. What an amazing place. THANKS!"	" ""@byron400:"	 @realDonaldTrump played Trump national in Los Angeles yesterday. What an amazing place. THANKS!	played trump national in los angeles yesterday what an amazing place thanks
1	DanScavino	"RT @DanScavino: Join #PEOTUS Trump &amp; #VPEOTUS Pence live in West Allis, Wisconsin! 
#ThankYouTour2016 #MAGA
https://t.co/vU5EPIYKUc https:/…"		" Join #PEOTUS Trump &amp; #VPEOTUS Pence live in West Allis, Wisconsin! 
#ThankYouTour2016 #MAGA
https://t.co/vU5EPIYKUc https:/…"	"join peotus trump amp vpeotus pence live in west allis wisconsin 
thankyoutour2016"
1	DanScavino	"RT @DanScavino: Join President-elect Trump LIVE from Mobile, Alabama via his #Facebook page! #ThankYouTour2016 
Watch: https://t.co/btzN080…"		" Join President-elect Trump LIVE from Mobile, Alabama via his #Facebook page! #ThankYouTour2016 
Watch: https://t.co/btzN080…"	"join presidentelect trump live from mobile alabama via his facebook page thankyoutour2016 
watch"
1		"""@ShadesOfLilac: RT “@realDonaldTrump: We should not be importing the disease to our homeland.” Completely agree, Mr. Trump."""	" ""@ShadesOfLilac:"	" “@realDonaldTrump: We should not be importing the disease to our homeland.” Completely agree, Mr. Trump."""	we should not be importing the disease to our homeland completely agree mr trump
1	realDonaldTrump	"RT @realDonaldTrump: Happy Birthday @DonaldJTrumpJr!
https://t.co/uRxyCD3hBz"		" Happy Birthday @DonaldJTrumpJr!
https://t.co/uRxyCD3hBz"	happy birthday
1	Reince	RT @Reince: Happy New Year + God's blessings to you all.  Looking forward to incredible things in 2017!  @realDonaldTrump will Make America…		 Happy New Year + God's blessings to you all. Looking forward to incredible things in 2017! @realDonaldTrump will Make America…	happy new year gods blessings to you all looking forward to incredible things in 2017 realdonaldtrump will make america
1	IvankaTrump	RT @IvankaTrump: 2016 has been one of the most eventful and exciting years of my life. I wish you peace, joy, love and laughter. Happy New…		 2016 has been one of the most eventful and exciting years of my life. I wish you peace, joy, love and laughter. Happy New…	2016 has been one of the most eventful and exciting years of my life i wish you peace joy love and laughter happy new
1	jamestaranto	RT @jamestaranto: Serious people worry China will start a war because Trump talked on the phone with Taiwan's president. Who is the crazy o??e		 Serious people worry China will start a war because Trump talked on the phone with Taiwan's president. Who is the crazy o??e	serious people worry china will start a war because trump talked on the phone with taiwans president who is the crazy oe
1		.@alexsalmond @pressjournal @BBCNews RT ‏@DanScavino the photos that they don't show the public... http://t.co/io18z7NM9b	 .@alexsalmond @pressjournal @BBCNews	 ‏@DanScavino the photos that they don't show the public... http://t.co/io18z7NM9b	the photos that they dont show the public
1	DanScavino	.@alexsalmond @pressjournal @BBCNews RT @DanScavino - one would think the photo & caption - says it all.... http://t.co/0nOkuUvuuV	 .@alexsalmond @pressjournal @BBCNews	 - one would think the photo & caption - says it all.... http://t.co/0nOkuUvuuV	one would think the photo caption says it all
1	King_Pepp	.@alexsalmond RT @King_Pepp Driving through Indiana and seeing tons of ugly windmills. Now I know what @realDonaldTrump is talking about	 .@alexsalmond	 Driving through Indiana and seeing tons of ugly windmills. Now I know what @realDonaldTrump is talking about	driving through indiana and seeing tons of ugly windmills now i know what realdonaldtrump is talking about
1	realDonaldTrump	"""@JayGW804: RT @realDonaldTrump: The secret of getting ahead is getting started. -- Mark Twain"""	" ""@JayGW804:"	" The secret of getting ahead is getting started. -- Mark Twain"""	the secret of getting ahead is getting started mark twain
1	rdowns	.@alexsalmond @pressjournal RT @rdowns @realdonaldtrump Margaret Thatcher NEVER would have allowed those wind mill monstrosities.	 .@alexsalmond @pressjournal	 @realdonaldtrump Margaret Thatcher NEVER would have allowed those wind mill monstrosities.	margaret thatcher never would have allowed those wind mill monstrosities
1	MeetThePress	"RT @MeetThePress: Watch our interview with @KellyannePolls: Russia ""did not succeed"" in attempts to sway election https://t.co/EZhgUIUbYx #…"		" Watch our interview with @KellyannePolls: Russia ""did not succeed"" in attempts to sway election https://t.co/EZhgUIUbYx #…"	watch our interview with kellyannepolls russia did not succeed in attempts to sway election
1	MichaelCohen212	RT @MichaelCohen212: I have never been to Prague in my life. #fakenews https://t.co/CMil9Rha3D		 I have never been to Prague in my life. #fakenews https://t.co/CMil9Rha3D	i have never been to prague in my life fakenews
1		"""@tobylight11: Hi can u RT my daughter #JODIEDIXON she died 03/05/2014 age16 with cystic fibrosis thanx Jodie's dad http://t.co/jPoOB7OsTG"""	" ""@tobylight11: Hi can u"	" my daughter #JODIEDIXON she died 03/05/2014 age16 with cystic fibrosis thanx Jodie's dad http://t.co/jPoOB7OsTG"""	my daughter jodiedixon she died 03052014 age16 with cystic fibrosis thanx jodies dad
1	MoskowitzEva	RT @MoskowitzEva: .@BetsyDeVos has the talent, commitment, and leadership capacity to revitalize our public schools and deliver the promise…		 .@BetsyDeVos has the talent, commitment, and leadership capacity to revitalize our public schools and deliver the promise…	has the talent commitment and leadership capacity to revitalize our public schools and deliver the promise
1	EricTrump	"RT @EricTrump: Thank you to @GolfDigest for this incredible feature! ""Golfer-in-Chief"" @RealDonaldTrump https://t.co/vpdY4jNbI4 https://t.c…"		" Thank you to @GolfDigest for this incredible feature! ""Golfer-in-Chief"" @RealDonaldTrump https://t.co/vpdY4jNbI4 https://t.c…"	thank you to golfdigest for this incredible feature golferinchief realdonaldtrump
1	WhiteHouse	"RT @WhiteHouse: ""Do not allow anyone to tell you that it cannot be done. No challenge can match the HEART and FIGHT and SPIRIT of America.""…"		" ""Do not allow anyone to tell you that it cannot be done. No challenge can match the HEART and FIGHT and SPIRIT of America.""…"	do not allow anyone to tell you that it cannot be done no challenge can match the heart and fight and spirit of america
1	IvankaTrump	RT @IvankaTrump: Check out my May Redbook magazine cover. Very exciting! #Redbook http://t.co/xVp4QhZ3IL		 Check out my May Redbook magazine cover. Very exciting! #Redbook http://t.co/xVp4QhZ3IL	check out my may redbook magazine cover very exciting redbook
1	passantino	RT @passantino: CNN reporting China has already contacted the White House over Trump? call with Taiwan pres https://t.co/4Itscs8Eq1n 		 CNN reporting China has already contacted the White House over Trump? call with Taiwan pres https://t.co/4Itscs8Eq1n	cnn reporting china has already contacted the white house over trump call with taiwan pres
1	bobcesca_go	"RT @bobcesca_go: For the last 15 months, I've been talking incessantly about ""a million things we can't even predict"" with Trump. Taiwan/Ch??e"		" For the last 15 months, I've been talking incessantly about ""a million things we can't even predict"" with Trump. Taiwan/Ch??e"	for the last 15 months ive been talking incessantly about a million things we cant even predict with trump taiwanche
1	DoralResort	RT @DoralResort: Thanks! RT @gem3wood: @DonaldJTrumpJr You guys @DoralResort have one hell of a leaderboard. Love this Tournament.		 Thanks! @gem3wood: @DonaldJTrumpJr You guys @DoralResort have one hell of a leaderboard. Love this Tournament.	thanks gem3wood donaldjtrumpjr you guys doralresort have one hell of a leaderboard love this tournament
1	Kamgirl47	RT @Kamgirl47: #ElectoralCollege Trump has worried India by saying he'd go 2 Pakistan &amp; pissed off China by speaking w/ Taiwan Pres. Only y??i		 #ElectoralCollege Trump has worried India by saying he'd go 2 Pakistan &amp; pissed off China by speaking w/ Taiwan Pres. Only y??i	electoralcollege trump has worried india by saying hed go 2 pakistan amp pissed off china by speaking w taiwan pres only yi
1	comradewong	RT @comradewong: Taiwan News reported Nov. 16 that Trump was considering building luxury hotels in Taoyuan. https://t.co/RzW2cHWQVo Eric Tr??e		 Taiwan News reported Nov. 16 that Trump was considering building luxury hotels in Taoyuan. https://t.co/RzW2cHWQVo Eric Tr??e	taiwan news reported nov 16 that trump was considering building luxury hotels in taoyuan eric tre
1	blakehounshell	RT @blakehounshell: China has lodged ?olemn representations??with the U.S. over Trump? phone call with Taiwan https://t.co/TtvIAVhDDNNY D??		 China has lodged ?olemn representations??with the U.S. over Trump? phone call with Taiwan https://t.co/TtvIAVhDDNNY D??	china has lodged olemn representationswith the us over trump phone call with taiwan d
1	BaileyPittipat	RT @BaileyPittipat: @anneapplebaum 		 @anneapplebaum	
1	FT	RT @FT: Instant Insight: Trump? dangerous Taiwan gambit https://t.co/FdnP52HRFv https://t.co/VfVDMPhJ7Mp 		 Instant Insight: Trump? dangerous Taiwan gambit https://t.co/FdnP52HRFv https://t.co/VfVDMPhJ7Mp	instant insight trump dangerous taiwan gambit
1	kurteichenwald	RT @kurteichenwald: Umm...Trump called Taiwan leader. Wow. Reagan, Bush, Bush and every dem president since 79 would be/must be flabbergast??n		 Umm...Trump called Taiwan leader. Wow. Reagan, Bush, Bush and every dem president since 79 would be/must be flabbergast??n	ummtrump called taiwan leader wow reagan bush bush and every dem president since 79 would bemust be flabbergastn
1	EricLiptonNYT	RT @EricLiptonNYT: President-elect Trump calls president of Taiwan today. Meanwhile, Trump Org apparently looking to expand into Tawian htt??n		 President-elect Trump calls president of Taiwan today. Meanwhile, Trump Org apparently looking to expand into Tawian htt??n	presidentelect trump calls president of taiwan today meanwhile trump org apparently looking to expand into tawian httn
1	davidbweinstein	RT @davidbweinstein: Incompetence is really the primary threat from the #Trump administration. https://t.co/tbhXqikV6i		 Incompetence is really the primary threat from the #Trump administration. https://t.co/tbhXqikV6i	incompetence is really the primary threat from the trump administration
1	KevinMcLaughlin	RT @KevinMcLaughlin: Obama secretly talks to Iran and North Korea he's a genius. Trump calls Taiwan and the world is gonna end. What a joke.		 Obama secretly talks to Iran and North Korea he's a genius. Trump calls Taiwan and the world is gonna end. What a joke.	obama secretly talks to iran and north korea hes a genius trump calls taiwan and the world is gonna end what a joke
1	gideonrachman	RT @gideonrachman: This extract from my book Easternisation gives a flavour of why Trump's Taiwan phone call is so potentially dangerous ht??n		 This extract from my book Easternisation gives a flavour of why Trump's Taiwan phone call is so potentially dangerous ht??n	this extract from my book easternisation gives a flavour of why trumps taiwan phone call is so potentially dangerous htn
1	cnnbrk	"RT @cnnbrk: China's foreign minister calls Trump-Tsai phone call ""a shenanigan by the Taiwan side."" https://t.co/fazLTJPCZM https://t.co/yO??n"		" China's foreign minister calls Trump-Tsai phone call ""a shenanigan by the Taiwan side."" https://t.co/fazLTJPCZM https://t.co/yO??n"	chinas foreign minister calls trumptsai phone call a shenanigan by the taiwan side
1	RiskyLiberal	RT @RiskyLiberal: We know Trump is an evasive, constant liar. He lied about Taiwan calling him in tweet. Lied to America. He'll lie to the???		 We know Trump is an evasive, constant liar. He lied about Taiwan calling him in tweet. Lied to America. He'll lie to the???	we know trump is an evasive constant liar he lied about taiwan calling him in tweet lied to america hell lie to the
1	ajplus	RT @ajplus: BREAKING: Trump spoke w/ Pres Tsai Ing-wen of Taiwan. It's the first time a U.S. president-elect &amp; Taiwan? leader have spoken???io		 BREAKING: Trump spoke w/ Pres Tsai Ing-wen of Taiwan. It's the first time a U.S. president-elect &amp; Taiwan? leader have spoken???io	breaking trump spoke w pres tsai ingwen of taiwan its the first time a us presidentelect amp taiwan leader have spokenio
1	NormOrnstein	RT @NormOrnstein: What precipitated the deeply destructive rogue call to Taiwan? More than likely it was Michael Flynn whispering in Trump'?? 		 What precipitated the deeply destructive rogue call to Taiwan? More than likely it was Michael Flynn whispering in Trump'??	what precipitated the deeply destructive rogue call to taiwan more than likely it was michael flynn whispering in trump
1	DCAbloob	RT @DCAbloob: @Teknofish @FT More like he doesn't have a clue. I doubt Trump even realized that calling Taiwan's president would be an issu??e		 @Teknofish @FT More like he doesn't have a clue. I doubt Trump even realized that calling Taiwan's president would be an issu??e	ft more like he doesnt have a clue i doubt trump even realized that calling taiwans president would be an issue
1	AP	RT @AP: Trump speaks with Taiwan's president, risking China tensions. https://t.co/EamU1S44E7		 Trump speaks with Taiwan's president, risking China tensions. https://t.co/EamU1S44E7	trump speaks with taiwans president risking china tensions
1	NOBLE74	.@alexsalmond RT @NOBLE74 I live in Aberdeenshire & I'm with you, you have made a big difference to that bit (cont) http://t.co/lEDWYOIhNr	 .@alexsalmond	 I live in Aberdeenshire & I'm with you, you have made a big difference to that bit (cont) http://t.co/lEDWYOIhNr	i live in aberdeenshire im with you you have made a big difference to that bit cont
1	RichWaugaman	.@alexsalmond RT @RichWaugaman This time I agree 100% I never knew how useless a wind turbine was until I (cont) http://t.co/5z0lUko0Ft	 .@alexsalmond	 This time I agree 100% I never knew how useless a wind turbine was until I (cont) http://t.co/5z0lUko0Ft	this time i agree 100 i never knew how useless a wind turbine was until i cont
1	islandbluenose	.@alexsalmond RT @islandbluenose You'll be doing us in scotland a great service if you win. Good Luck.	 .@alexsalmond	 You'll be doing us in scotland a great service if you win. Good Luck.	youll be doing us in scotland a great service if you win good luck
1	DrTomMartinPhD	RT @DrTomMartinPhD: Donald Trump's idiocy (re: Taiwan), is how wars get started. His idiocy is going to get us blown up. Idiot! Idiot! Idio?? 		 Donald Trump's idiocy (re: Taiwan), is how wars get started. His idiocy is going to get us blown up. Idiot! Idiot! Idio??	donald trumps idiocy re taiwan is how wars get started his idiocy is going to get us blown up idiot idiot idio
1	RiskyLiberal	RT @RiskyLiberal: Trump just destroyed 37 yrs of US-China-Taiwan balance because he wants to build a hotel and make money. The world? He co?? 		 Trump just destroyed 37 yrs of US-China-Taiwan balance because he wants to build a hotel and make money. The world? He co??	trump just destroyed 37 yrs of uschinataiwan balance because he wants to build a hotel and make money the world he co
1	SenTomCotton	RT @SenTomCotton: My statement on President-elect Trump? phone call with Taiwan President Tsai Ing-wen: https://t.co/2jY7HUJFdKor		 My statement on President-elect Trump? phone call with Taiwan President Tsai Ing-wen: https://t.co/2jY7HUJFdKor	my statement on presidentelect trump phone call with taiwan president tsai ingwen
1	FoxNews	RT @FoxNews: Trump speaks with Taiwan's president, risking China tensions https://t.co/NUFEU8tcvt via @foxnewspolitics https://t.co/Yjwee1R?? 		 Trump speaks with Taiwan's president, risking China tensions https://t.co/NUFEU8tcvt via @foxnewspolitics https://t.co/Yjwee1R??	trump speaks with taiwans president risking china tensions via foxnewspolitics
1	ChinaBizWatch	RT @ChinaBizWatch: China has lodged a diplomatic protest following Trump's call with Taiwan's presi.. https://t.co/arTefaRxpg https://t.co/?? 		 China has lodged a diplomatic protest following Trump's call with Taiwan's presi.. https://t.co/arTefaRxpg https://t.co/??	china has lodged a diplomatic protest following trumps call with taiwans presi
1	phil500	RT @phil500: Trump is playing dangerous and reckless politics #Taiwan #China #PresidentElectTrump		 Trump is playing dangerous and reckless politics #Taiwan #China #PresidentElectTrump	trump is playing dangerous and reckless politics taiwan china presidentelecttrump
1	inperilous1	RT @inperilous1: @GeorgeTakei Where we're you when Obama sold 1.8 billion dollars worth of military equip to Taiwan.But hey Trump made a ph??e		 @GeorgeTakei Where we're you when Obama sold 1.8 billion dollars worth of military equip to Taiwan.But hey Trump made a ph??e	where were you when obama sold 18 billion dollars worth of military equip to taiwanbut hey trump made a phe
1	BBCBreaking	RT @BBCBreaking: Donald Trump speaks directly with Taiwan's president - breaking with US policy set in 1979 when ties were cut https://t.co??e		 Donald Trump speaks directly with Taiwan's president - breaking with US policy set in 1979 when ties were cut https://t.co??e	donald trump speaks directly with taiwans president breaking with us policy set in 1979 when ties were cut
1	MELANIATRUMP	RT @MELANIATRUMP “@ApprenticeNBC: Her beauty lives 05,000 miles past Heaven. http://t.co/Edhyw5oupw ” Thank u @THEGaryBusey!		 “@ApprenticeNBC: Her beauty lives 05,000 miles past Heaven. http://t.co/Edhyw5oupw ” Thank u @THEGaryBusey!	her beauty lives 05000 miles past heaven thank u thegarybusey
1	RealBHorowitz	RT @RealBHorowitz: @VinceMcMahon @realDonaldTrump @WWE My two favorite billionaires!		 @VinceMcMahon @realDonaldTrump @WWE My two favorite billionaires!	realdonaldtrump wwe my two favorite billionaires
1	PaulaReidCBS	"RT @PaulaReidCBS: .@CBSNews confirms FBI found emails on #AnthonyWeiner computer, related to Hillary Clinton server, that are ""new"" & not p…"		" .@CBSNews confirms FBI found emails on #AnthonyWeiner computer, related to Hillary Clinton server, that are ""new"" & not p…"	confirms fbi found emails on anthonyweiner computer related to hillary clinton server that are new not p
1	realDonaldTrump	"""@TheNewsClub_US: RT @realDonaldTrump ""@laurencristmann: @topcota1SG @PhxKen i can't wait to cast my vote for Donald J TRUMP… #RT #CNN #HBO"""	" ""@TheNewsClub_US:"	" ""@laurencristmann: @topcota1SG @PhxKen i can't wait to cast my vote for Donald J TRUMP… #RT #CNN #HBO"""	topcota1sg phxken i cant wait to cast my vote for donald j trump cnn hbo
1	mrgrumpystephen	"""@_spock: RT @mrgrumpystephen: Hi @realDonaldTrump it’s my birthday any chance of a retweet"" Happy birthday!"	" ""@_spock:"	" Hi @realDonaldTrump it’s my birthday any chance of a retweet"" Happy birthday!"	hi realdonaldtrump its my birthday any chance of a retweet happy birthday
1	transition2017	RT @transition2017: President-elect Trump announces selections for Attorney General, National Security Advisor, CIA Director. More here: ht…		 President-elect Trump announces selections for Attorney General, National Security Advisor, CIA Director. More here: ht…	presidentelect trump announces selections for attorney general national security advisor cia director more here ht
1	EWErickson	RT @EWErickson: Personally I think it is awesome that @realDonaldTrump listens to @DLoesch on the radio. She's awesome.		 Personally I think it is awesome that @realDonaldTrump listens to @DLoesch on the radio. She's awesome.	personally i think it is awesome that realdonaldtrump listens to dloesch on the radio shes awesome
1	IvankaTrump	RT @IvankaTrump: Such a surreal moment to vote for my father for President of the United States! Make your voice heard and vote! #Election2…		 Such a surreal moment to vote for my father for President of the United States! Make your voice heard and vote! #Election2…	such a surreal moment to vote for my father for president of the united states make your voice heard and vote election2
1	EricTrump	RT @EricTrump: Join my family in this incredible movement to #MakeAmericaGreatAgain!! Now it is up to you! Please #VOTE for America! https:…		 Join my family in this incredible movement to #MakeAmericaGreatAgain!! Now it is up to you! Please #VOTE for America! https:…	join my family in this incredible movement to makeamericagreatagain now it is up to you please vote for america
1	DonaldJTrumpJr	RT @DonaldJTrumpJr: FINAL PUSH! Eric and I doing dozens of radio interviews. We can win this thing! GET OUT AND VOTE! #MAGA #ElectionDay ht…		 FINAL PUSH! Eric and I doing dozens of radio interviews. We can win this thing! GET OUT AND VOTE! #MAGA #ElectionDay ht…	final push eric and i doing dozens of radio interviews we can win this thing get out and vote maga electionday ht
1	DonaldJTrumpJr	RT @DonaldJTrumpJr: Thanks New Hampshire!!! #NH #NewHampshire #MAGA https://t.co/JDgcyJvJpk		 Thanks New Hampshire!!! #NH #NewHampshire #MAGA https://t.co/JDgcyJvJpk	thanks new hampshire nh newhampshire maga
1	detroitnews	RT @detroitnews: .@IvankaTrump in Michigan: ‘This is your movement’ https://t.co/0Sa7huoOP1 @realDonaldTrump https://t.co/cMXEqSHuDj		 .@IvankaTrump in Michigan: ‘This is your movement’ https://t.co/0Sa7huoOP1 @realDonaldTrump https://t.co/cMXEqSHuDj	in michigan this is your movement realdonaldtrump
1	IvankaTrump	RT @IvankaTrump: Thank you New Hampshire! _x1f1fa__x1f1f8_ https://t.co/pdnxXq2jgy		 Thank you New Hampshire! _x1f1fa__x1f1f8_ https://t.co/pdnxXq2jgy	thank you new hampshire x1f1fax1f1f8
1	DanScavino	RT @DanScavino: Join @realDonaldTrump LIVE in Denver, Colorado via his #Facebook page- we are here!! #MakeAmericaGreatAgain_x1f1fa__x1f1f8_ https://t.c…		 Join @realDonaldTrump LIVE in Denver, Colorado via his #Facebook page- we are here!! #MakeAmericaGreatAgain_x1f1fa__x1f1f8_ https://t.c…	join realdonaldtrump live in denver colorado via his facebook page we are here makeamericagreatagainx1f1fax1f1f8
1	TeamTrump	RT @TeamTrump: Mrs. Saucier's son is in prison for having classified info on an unsecured device. @HillaryClinton did FAR WORSE & is runnin…		 Mrs. Saucier's son is in prison for having classified info on an unsecured device. @HillaryClinton did FAR WORSE & is runnin…	mrs sauciers son is in prison for having classified info on an unsecured device hillaryclinton did far worse is runnin
1	T_Lineberger	RT @T_Lineberger: Thanks @IvankaTrump for coming to help win Michigan! More people here than a Hillary rally with less than 24 hours notice…		 Thanks @IvankaTrump for coming to help win Michigan! More people here than a Hillary rally with less than 24 hours notice…	thanks ivankatrump for coming to help win michigan more people here than a hillary rally with less than 24 hours notice
1	DanScavino	RT @DanScavino: Join @realDonaldTrump LIVE in Wisconsin with Gov. @ScottWalker, @MayorRGiuliani, @Reince & Coach Bobby Knight! LIVE: https:…		 Join @realDonaldTrump LIVE in Wisconsin with Gov. @ScottWalker, @MayorRGiuliani, @Reince & Coach Bobby Knight! LIVE: https:…	join realdonaldtrump live in wisconsin with gov scottwalker mayorrgiuliani reince coach bobby knight live
1	realDonaldTrump	"""@DrewMadeOFF: RT @realDonaldTrump Does @VanityFair realize that the purpose of a magazine is to sell issues?"""	" ""@DrewMadeOFF:"	" Does @VanityFair realize that the purpose of a magazine is to sell issues?"""	does vanityfair realize that the purpose of a magazine is to sell issues
1	realDonaldTrump	"""@DrewMadeOFF: RT @realDonaldTrump Circulation @ record low. Spy Mag also failed under Graydon."" @VanityFair Magazine"	" ""@DrewMadeOFF:"	" Circulation @ record low. Spy Mag also failed under Graydon."" @VanityFair Magazine"	circulation record low spy mag also failed under graydon vanityfair magazine
1	DRUDGE_REPORT	RT @DRUDGE_REPORT: WSJ: The Cold Clinton Reality... https://t.co/udWj5mXcA6		 WSJ: The Cold Clinton Reality... https://t.co/udWj5mXcA6	wsj the cold clinton reality
1	DRUDGE_REPORT	RT @DRUDGE_REPORT: WSJ: Grifters-in-Chief... https://t.co/mPFocMuBgu		 WSJ: Grifters-in-Chief... https://t.co/mPFocMuBgu	wsj griftersinchief
1	EricTrump	RT @EricTrump: Tune into @GMA right now to catch a great interview with my father & the entire family! _x1f1fa__x1f1f8_ #VoteTrumpPence16 https://t.co/Sa…		 Tune into @GMA right now to catch a great interview with my father & the entire family! _x1f1fa__x1f1f8_ #VoteTrumpPence16 https://t.co/Sa…	tune into gma right now to catch a great interview with my father the entire family x1f1fax1f1f8 votetrumppence16
1	realDonaldTrump	"""@SuccessCoaching: RT @realDonaldTrump ""Success is having to worry about every damn thing in the world, except money."" - Johnny Cash"""	" ""@SuccessCoaching:"	" ""Success is having to worry about every damn thing in the world, except money."" - Johnny Cash"""	success is having to worry about every damn thing in the world except money johnny cash
1		"""@macresslertech: RT ObamaCare premiums could jump as high as 51% http://t.co/5jF0J3OY3X Terrible for economy. Repeal & Replace."	" ""@macresslertech:"	 ObamaCare premiums could jump as high as 51% http://t.co/5jF0J3OY3X Terrible for economy. Repeal & Replace.	obamacare premiums could jump as high as 51 terrible for economy repeal replace
1	FoxNews	"""@JeremyHL: RT @FoxNews: .@realDonaldTrump: I have thousands of Hispanics working for me & they like me very much. http://t.co/A7RaXDC4gH"""	" ""@JeremyHL:"	" .@realDonaldTrump: I have thousands of Hispanics working for me & they like me very much. http://t.co/A7RaXDC4gH"""	i have thousands of hispanics working for me they like me very much
1	accesshollywood	RT @accesshollywood: @realDonald Trump: 'Celebrity Apprentice' Season 5 is 'Tough, Nasty & Smart.' Watch: http://t.co/l7K0D9Cx		 @realDonald Trump: 'Celebrity Apprentice' Season 5 is 'Tough, Nasty & Smart.' Watch: http://t.co/l7K0D9Cx	trump celebrity apprentice season 5 is tough nasty smart watch
1	DRUDGE_REPORT	RT @DRUDGE_REPORT: TRUMP STUMPS... http://t.co/OD9NFMqbPd		 TRUMP STUMPS... http://t.co/OD9NFMqbPd	trump stumps
1	OCChoppers	RT @OCChoppers: Bike we built for @realDonaldTrump. The gold flakes in the paint out in the sunlight looked amazing! http://t.co/Ku6NIvZi		 Bike we built for @realDonaldTrump. The gold flakes in the paint out in the sunlight looked amazing! http://t.co/Ku6NIvZi	bike we built for realdonaldtrump the gold flakes in the paint out in the sunlight looked amazing
1	realDonaldTrump	"""@TheNewsClub_US: RT @realDonaldTrump Will be interviewed on @foxandfriends at 8:30. #RT #CNN #HBO"""	" ""@TheNewsClub_US:"	" Will be interviewed on @foxandfriends at 8:30. #RT #CNN #HBO"""	will be interviewed on foxandfriends at 830 cnn hbo
1	DanScavino	RT @DanScavino: Back to Cincinnati, Ohio this Thursday (12/1/16) at 7pm for #PEOTUS @realDonaldTrump's #ThankYouTour2016! Join us! https://…		 Back to Cincinnati, Ohio this Thursday (12/1/16) at 7pm for #PEOTUS @realDonaldTrump's #ThankYouTour2016! Join us! https://…	back to cincinnati ohio this thursday 12116 at 7pm for peotus realdonaldtrumps thankyoutour2016 join us
1	DanScavino	RT @DanScavino: Great interview on @foxandfriends by @SteveDoocy w/ Carrier employee- who has a message for #PEOTUS @realDonaldTrump & #VPE…		 Great interview on @foxandfriends by @SteveDoocy w/ Carrier employee- who has a message for #PEOTUS @realDonaldTrump & #VPE…	great interview on foxandfriends by stevedoocy w carrier employee who has a message for peotus realdonaldtrump vpe
1		"""@TheNewsClub_US: RT ""@MNMans: Polling Convergence - OAN/GRAVIS and Reuters… http://t.co/3NXztsLOhx #RT #CNN #HBO http://t.co/zzKm8wUYqY"""	" ""@TheNewsClub_US:"	" ""@MNMans: Polling Convergence - OAN/GRAVIS and Reuters… http://t.co/3NXztsLOhx #RT #CNN #HBO http://t.co/zzKm8wUYqY"""	polling convergence oangravis and reuters cnn hbo
1	realDonaldTrump	"""@raybongz: RT @realDonaldTrump: It should be mandatory that all haters and losers use their real name or identification. Say it again!"	" ""@raybongz:"	 It should be mandatory that all haters and losers use their real name or identification. Say it again!	it should be mandatory that all haters and losers use their real name or identification say it again
