is_RT	retweet_from	whole_tweet_text	original_text	retweet_text	cleaned_retweet_text
1	BidensAviators	RT @BidensAviators: Trump: Wouldn't it be great if we got along w/ Taiwan?		 Trump: Wouldn't it be great if we got along w/ Taiwan?	trump wouldnt it be great if we got along w taiwan
1	healthwomeninfo	RT @healthwomeninfo: #China #lodges #complaint #over #Trump #Taiwan #call		 #China #lodges #complaint #over #Trump #Taiwan #call	china lodges complaint over trump taiwan call
1	ambchrishill	RT @ambchrishill: Trump &amp; #Taiwan.  This is an example of winging it in the extreme.  Hope Trump doesn't feel he has to double down on this??o		 Trump &amp; #Taiwan. This is an example of winging it in the extreme. Hope Trump doesn't feel he has to double down on this??o	trump amp taiwan this is an example of winging it in the extreme hope trump doesnt feel he has to double down on thiso
1	RIGHTZONE	RT @RIGHTZONE: Apparently #Democrats think China should dictate who we can talk to. Trump accepts congratulations from Taiwan.		 Apparently #Democrats think China should dictate who we can talk to. Trump accepts congratulations from Taiwan.	apparently democrats think china should dictate who we can talk to trump accepts congratulations from taiwan
1	LibyaLiberty	RT @LibyaLiberty: Oh maaaan-Trump camp denies plans to expand into Taiwan but a Trump employee posted all about a work trip there on FB jus??i		 Oh maaaan-Trump camp denies plans to expand into Taiwan but a Trump employee posted all about a work trip there on FB jus??i	oh maaaantrump camp denies plans to expand into taiwan but a trump employee posted all about a work trip there on fb jusi
1	FarEastAdvTravl	RT @FarEastAdvTravl: LIVE on #Periscope: Taiwan Look What The Trump Call Did #taiwan #trump https://t.co/8oRFafzzNd		 LIVE on #Periscope: Taiwan Look What The Trump Call Did #taiwan #trump https://t.co/8oRFafzzNd	live on periscope taiwan look what the trump call did taiwan trump
1	davidschneider	"RT @davidschneider: ""It's vital for US relations with China you don't ring Taiwan"""		" ""It's vital for US relations with China you don't ring Taiwan"""	its vital for us relations with china you dont ring taiwan
1	PremiumTimesng	RT @PremiumTimesng: China lodges protest after Trump call with Taiwan president https://t.co/lQphQ0tHHw		 China lodges protest after Trump call with Taiwan president https://t.co/lQphQ0tHHw	china lodges protest after trump call with taiwan president
1	BraddJaffy	RT @BraddJaffy: Trump talked to the president of Taiwan today. That has the potential to infuriate China. https://t.co/DoymUbiBLK https://t??e		 Trump talked to the president of Taiwan today. That has the potential to infuriate China. https://t.co/DoymUbiBLK https://t??e	trump talked to the president of taiwan today that has the potential to infuriate china
1	realDonaldTrump	"""@AliasHere: RT @realDonaldTrump: I will be interviewed on @foxandfriends tomorrow morning at 7:00. Enjoy!"""	" ""@AliasHere:"	" I will be interviewed on @foxandfriends tomorrow morning at 7:00. Enjoy!"""	i will be interviewed on foxandfriends tomorrow morning at 700 enjoy
1	lauriecrosswell	RT @lauriecrosswell: The Trump Taiwan fiasco proved every point ever made about the President-Elect's rhetoric: he's unfit on every level t??e		 The Trump Taiwan fiasco proved every point ever made about the President-Elect's rhetoric: he's unfit on every level t??e	the trump taiwan fiasco proved every point ever made about the presidentelects rhetoric hes unfit on every level te
1	intlspectator	RT @intlspectator: BREAKING: China has lodged a protest with the US over Trump's call with Taiwan's president		 BREAKING: China has lodged a protest with the US over Trump's call with Taiwan's president	breaking china has lodged a protest with the us over trumps call with taiwans president
1	NolteNC	RT @NolteNC: Trump should fire off a tweet claiming he got drunk and played 5 hours of Grand Theft Auto with the Taiwan president.		 Trump should fire off a tweet claiming he got drunk and played 5 hours of Grand Theft Auto with the Taiwan president.	trump should fire off a tweet claiming he got drunk and played 5 hours of grand theft auto with the taiwan president
1	dparkinson45	RT @dparkinson45: China lodges complaint over Trump-Taiwan call: https://t.co/qYu4R8upMe		 China lodges complaint over Trump-Taiwan call: https://t.co/qYu4R8upMe	china lodges complaint over trumptaiwan call
1	KaylinWinters2	RT @KaylinWinters2: Can you believe this crap? 		 Can you believe this crap?	can you believe this crap
1	johnlevenstein	"RT @johnlevenstein: TRUMP (taking call from Taiwan): ""My pleasure. We're friends. Now tell me. Is it very hot there? Because I need to move??t"		" TRUMP (taking call from Taiwan): ""My pleasure. We're friends. Now tell me. Is it very hot there? Because I need to move??t"	trump taking call from taiwan my pleasure were friends now tell me is it very hot there because i need to movet
1	JackBPR	RT @JackBPR: Media freakout over Trump taking call from Taiwan leads to one hilarious tweet https://t.co/ythxSFtRbN https://t.co/QD4tN0gAJQ		 Media freakout over Trump taking call from Taiwan leads to one hilarious tweet https://t.co/ythxSFtRbN https://t.co/QD4tN0gAJQ	media freakout over trump taking call from taiwan leads to one hilarious tweet
1	rmayemsinger	RT @rmayemsinger: Obama/Cuba Trump/Taiwan false equivalency is off the rails. A bunch of clueless reckless Americans elected a clueless rec??i		 Obama/Cuba Trump/Taiwan false equivalency is off the rails. A bunch of clueless reckless Americans elected a clueless rec??i	obamacuba trumptaiwan false equivalency is off the rails a bunch of clueless reckless americans elected a clueless reci
1	_Makada_	RT @_Makada_: It's great to finally have a President-Elect who will NOT bow down to Communist China! Donald Trump will put AMERICA FIRST! #??n		 It's great to finally have a President-Elect who will NOT bow down to Communist China! Donald Trump will put AMERICA FIRST! #??n	its great to finally have a presidentelect who will not bow down to communist china donald trump will put america first n
1	Independent	RT @Independent: China just lodged its first diplomatic protest against Donald Trump https://t.co/AjyapJIcrG https://t.co/Ibon6P8Vwt		 China just lodged its first diplomatic protest against Donald Trump https://t.co/AjyapJIcrG https://t.co/Ibon6P8Vwt	china just lodged its first diplomatic protest against donald trump
1	FilmLadd	RT @FilmLadd: Trump's phone call to Taiwan signals a break from Obama's, Clinton's, and both Bushes' China coddling. About time.		 Trump's phone call to Taiwan signals a break from Obama's, Clinton's, and both Bushes' China coddling. About time.	trumps phone call to taiwan signals a break from obamas clintons and both bushes china coddling about time
1	brandongroeny	RT @brandongroeny: In current year, the media thinks a phone call from the President of Taiwan to congratulate our President Trump means wa??e		 In current year, the media thinks a phone call from the President of Taiwan to congratulate our President Trump means wa??e	in current year the media thinks a phone call from the president of taiwan to congratulate our president trump means wae
1	Amy_Siskind	RT @Amy_Siskind: Pakistan, Taiwan, The Philippines:  I feel like I'm watching a SNL skit of Donald Trump playing himself.  Except it's dang??n		 Pakistan, Taiwan, The Philippines: I feel like I'm watching a SNL skit of Donald Trump playing himself. Except it's dang??n	pakistan taiwan the philippines i feel like im watching a snl skit of donald trump playing himself except its dangn
1	GissiSim	RT @GissiSim: Wondering why Trump made the call to Taiwan?		 Wondering why Trump made the call to Taiwan?	wondering why trump made the call to taiwan
1	KeithOlbermann	"RT @KeithOlbermann: After provoking China and titillating Taiwan, we are mere hours from Trump announcing ""We've always been at war with Ea??n"		" After provoking China and titillating Taiwan, we are mere hours from Trump announcing ""We've always been at war with Ea??n"	after provoking china and titillating taiwan we are mere hours from trump announcing weve always been at war with ean
1	RT_com	RT @RT_com: US sells weapons, but I can't get a call? Trump baffled about outrage over his Taiwan phone call https://t.co/9odRrnf3h5		 US sells weapons, but I can't get a call? Trump baffled about outrage over his Taiwan phone call https://t.co/9odRrnf3h5	us sells weapons but i cant get a call trump baffled about outrage over his taiwan phone call
1	LawlessPirate	RT @LawlessPirate: Trump is treating Taiwan as a free nationstate while pissing off Communist China. I couldn't be more proud of my preside??S		 Trump is treating Taiwan as a free nationstate while pissing off Communist China. I couldn't be more proud of my preside??S	trump is treating taiwan as a free nationstate while pissing off communist china i couldnt be more proud of my presides
1	Matthew_Feltner	RT @Matthew_Feltner: Trump talks to Taiwan and people lose their mind. Obama sells Taiwan weapons worth $1.8 billion in 2015, and no one sa??n		 Trump talks to Taiwan and people lose their mind. Obama sells Taiwan weapons worth $1.8 billion in 2015, and no one sa??n	trump talks to taiwan and people lose their mind obama sells taiwan weapons worth 18 billion in 2015 and no one san
1	chrislhayes	RT @chrislhayes: In September, the Trump Org sent someone to Taiwan inquiring about a possible development near Taiwan's airport https://t.??n		 In September, the Trump Org sent someone to Taiwan inquiring about a possible development near Taiwan's airport https://t.??n	in september the trump org sent someone to taiwan inquiring about a possible development near taiwans airport
1	ambchrishill	RT @ambchrishill: Trump &amp; #Taiwan.  This is an example of winging it in the extreme.  Hope Trump doesn't feel he has to double down on this??i		 Trump &amp; #Taiwan. This is an example of winging it in the extreme. Hope Trump doesn't feel he has to double down on this??i	trump amp taiwan this is an example of winging it in the extreme hope trump doesnt feel he has to double down on thisi
1	qz	RT @qz: UPDATE: China has made a formal complaint to the US over Donald Trump's call with Taiwan https://t.co/64eU35xFlI https://t.co/KR4Rf??i		 UPDATE: China has made a formal complaint to the US over Donald Trump's call with Taiwan https://t.co/64eU35xFlI https://t.co/KR4Rf??i	update china has made a formal complaint to the us over donald trumps call with taiwan
1	EricLiptonNYT	"RT @EricLiptonNYT: Trump Org: ""we are not planning any expansion into Taiwan."" How abt this? Great find @mega2e https://t.co/zBLAHLeJmz htt??t"		" Trump Org: ""we are not planning any expansion into Taiwan."" How abt this? Great find @mega2e https://t.co/zBLAHLeJmz htt??t"	trump org we are not planning any expansion into taiwan how abt this great find mega2e httt
1	stephenfhayes	RT @stephenfhayes: Obama breaks w/decades of US policy on Cuba &amp; gets endless fawning coverage. Trump breaks w/US policy by phoning Taiwan??m		 Obama breaks w/decades of US policy on Cuba &amp; gets endless fawning coverage. Trump breaks w/US policy by phoning Taiwan??m	obama breaks wdecades of us policy on cuba amp gets endless fawning coverage trump breaks wus policy by phoning taiwanm
1	kurteichenwald	RT @kurteichenwald: ...or is it possible that, w/o a foreign policy team in place, Trump &amp; his folks didnt know massive ramifications of ca??i		 ...or is it possible that, w/o a foreign policy team in place, Trump &amp; his folks didnt know massive ramifications of ca??i	or is it possible that wo a foreign policy team in place trump amp his folks didnt know massive ramifications of cai
1	JoshNoneYaBiz	RT @JoshNoneYaBiz: Trump takes a call from Taiwan....		 Trump takes a call from Taiwan....	trump takes a call from taiwan
1	maramcewin	RT @maramcewin: Between Pakistan 		 Between Pakistan	between pakistan
1	carlbildt	RT @carlbildt: It's true that Donald Trump never claimed diplomatic finesse to be among his defining characteristics. https://t.co/jluSNj5g??l		 It's true that Donald Trump never claimed diplomatic finesse to be among his defining characteristics. https://t.co/jluSNj5g??l	its true that donald trump never claimed diplomatic finesse to be among his defining characteristics
1	stephenfhayes	RT @stephenfhayes: Obama breaks w/decades of US policy on Cuba &amp; gets endless fawning coverage. Trump breaks w/US policy by phoning Taiwan??o		 Obama breaks w/decades of US policy on Cuba &amp; gets endless fawning coverage. Trump breaks w/US policy by phoning Taiwan??o	obama breaks wdecades of us policy on cuba amp gets endless fawning coverage trump breaks wus policy by phoning taiwano
1	_Makada_	RT @_Makada_: MSM says Trump can't talk to the leader of Taiwan but Hillary can accept millions of dollars from countries that enslave wome??n		 MSM says Trump can't talk to the leader of Taiwan but Hillary can accept millions of dollars from countries that enslave wome??n	msm says trump cant talk to the leader of taiwan but hillary can accept millions of dollars from countries that enslave women
1	haaretzcom	RT @haaretzcom: China complains to U.S. about Trump's unprecedented call to Taiwan; Trump: She CALLED ME https://t.co/lJeQbZEgwq https://t.??n		 China complains to U.S. about Trump's unprecedented call to Taiwan; Trump: She CALLED ME https://t.co/lJeQbZEgwq https://t.??n	china complains to us about trumps unprecedented call to taiwan trump she called me
1	latinaafortrump	RT @latinaafortrump: In current year, the media thinks a phone call from the President of Taiwan to congratulate our President Trump means??a		 In current year, the media thinks a phone call from the President of Taiwan to congratulate our President Trump means??a	in current year the media thinks a phone call from the president of taiwan to congratulate our president trump meansa
1	Toure	RT @Toure: They mad. RT @intlspectator: BREAKING: Chinese government has made contact with White House over Trump? call with Taiwan? Pres??ed??i		 They mad. @intlspectator: BREAKING: Chinese government has made contact with White House over Trump? call with Taiwan? Pres??ed??i	they mad intlspectator breaking chinese government has made contact with white house over trump call with taiwan presedi
1	ScottPresler	RT @ScottPresler: President Obama praises Fidel Castro, a monster, &amp; no one cares.		 President Obama praises Fidel Castro, a monster, &amp; no one cares.	president obama praises fidel castro a monster amp no one cares
1	sialusa	RT @sialusa: Trump-Taiwan ?踫漕Finally Explained?踫漕 PIZZA GATE IS REAL ?踫景GLOBALIST ELITE &amp; SATANIC CULT GAMES: https://t.co/GNgmjvfUhO via @wordpr??		 Trump-Taiwan ?踫漕Finally Explained?踫漕 PIZZA GATE IS REAL ?踫景GLOBALIST ELITE &amp; SATANIC CULT GAMES: https://t.co/GNgmjvfUhO via @wordpr??	trumptaiwan finally explained pizza gate is real globalist elite amp satanic cult games via wordpr
1	_Makada_	RT @_Makada_: It's great to finally have a President-Elect who will NOT bow down to Communist China! Donald Trump will put AMERICA FIRST! #??e		 It's great to finally have a President-Elect who will NOT bow down to Communist China! Donald Trump will put AMERICA FIRST! #??e	its great to finally have a presidentelect who will not bow down to communist china donald trump will put america first e
1	EricLiptonNYT	"RT @EricLiptonNYT: Trump Org: ""we are not planning any expansion into Taiwan."" How abt this? Great find @mega2e https://t.co/zBLAHLeJmz htt??n"		" Trump Org: ""we are not planning any expansion into Taiwan."" How abt this? Great find @mega2e https://t.co/zBLAHLeJmz htt??n"	trump org we are not planning any expansion into taiwan how abt this great find mega2e httn
1	mag_itsybitsy	RT @mag_itsybitsy: Read my analysis on the #Trump Taiwan situation,&amp; why this is a great move my our President Elect @realDonaldTrump 		 Read my analysis on the #Trump Taiwan situation,&amp; why this is a great move my our President Elect @realDonaldTrump	read my analysis on the trump taiwan situationamp why this is a great move my our president elect realdonaldtrump
1	RawStory	RT @RawStory: US chamber in China says new Trump administration better to get up to speed quickly after Taiwan flub https://t.co/ewfVfxqFEt??e		 US chamber in China says new Trump administration better to get up to speed quickly after Taiwan flub https://t.co/ewfVfxqFEt??e	us chamber in china says new trump administration better to get up to speed quickly after taiwan flub
1	thecamron	RT @thecamron: Today alone: 		 Today alone:	today alone
1	OrientalTimes	RT @OrientalTimes: BREAKING!!! Trump-Taiwan Call: China Lodges Its First Diplomatic Protest Against US President Elect https://t.co/s1fNCds??e		 BREAKING!!! Trump-Taiwan Call: China Lodges Its First Diplomatic Protest Against US President Elect https://t.co/s1fNCds??e	breaking trumptaiwan call china lodges its first diplomatic protest against us president elect
1	iResistAll	"RT @iResistAll: Liberal media: ""Trump Taiwan call is WWIII!!!"""		" Liberal media: ""Trump Taiwan call is WWIII!!!"""	liberal media trump taiwan call is wwiii
1	EricLiptonNYT	"RT @EricLiptonNYT: Trump Org: ""we are not planning any expansion into Taiwan."" How abt this? Great find @mega2e https://t.co/zBLAHLeJmz htt?? "		" Trump Org: ""we are not planning any expansion into Taiwan."" How abt this? Great find @mega2e https://t.co/zBLAHLeJmz htt??"	trump org we are not planning any expansion into taiwan how abt this great find mega2e htt
1	bocavista2016	RT @bocavista2016: MSM: You talked to Taiwan		 MSM: You talked to Taiwan	msm you talked to taiwan
1	nathanking	RT @nathanking: Seriously the #Trump #Taiwan call could undo decades of work between two essential nations - pretty irresponsible regardles??e		 Seriously the #Trump #Taiwan call could undo decades of work between two essential nations - pretty irresponsible regardles??e	seriously the trump taiwan call could undo decades of work between two essential nations pretty irresponsible regardlese
1	MaryLovesVeg	RT @MaryLovesVeg: I would chalk this up to ignorance, but what about his staff?? They?e unaware too? #Trump #Taiwan  https://t.co/tuoOQdz5??ed?		 I would chalk this up to ignorance, but what about his staff?? They?e unaware too? #Trump #Taiwan https://t.co/tuoOQdz5??ed?	i would chalk this up to ignorance but what about his staff theye unaware too trump taiwan
1	DrXPsychologist	RT @DrXPsychologist: Trump's Taiwan call not due to ignorance. Conflict of interest/greed was behind the call.Trump is betraying America to?? 		 Trump's Taiwan call not due to ignorance. Conflict of interest/greed was behind the call.Trump is betraying America to??	trumps taiwan call not due to ignorance conflict of interestgreed was behind the calltrump is betraying america to
1	wilfredchan	RT @wilfredchan: good take: trump is totally reckless for speaking to taiwan. he should know china doesn't consider it a country		 good take: trump is totally reckless for speaking to taiwan. he should know china doesn't consider it a country	good take trump is totally reckless for speaking to taiwan he should know china doesnt consider it a country
1	kurteichenwald	RT @kurteichenwald: I wonder how conservs will respond to Trump having just reversed a China/Taiwan policy put in place by Reagan &amp; honored??i		 I wonder how conservs will respond to Trump having just reversed a China/Taiwan policy put in place by Reagan &amp; honored??i	i wonder how conservs will respond to trump having just reversed a chinataiwan policy put in place by reagan amp honoredi
1	FT	RT @FT: Until Donald Trump's call, it's believed no US president or president-elect has contacted Taiwan's leader since 1979 https://t.co/O??l		 Until Donald Trump's call, it's believed no US president or president-elect has contacted Taiwan's leader since 1979 https://t.co/O??l	until donald trumps call its believed no us president or presidentelect has contacted taiwans leader since 1979
1	pink_lady56	RT @pink_lady56: Trump-Taiwan		 Trump-Taiwan	trumptaiwan
1	40billion	"""@LynneOakvik: RT @40billion: Donald Trump Proves Hair Is Real | Interview | --In case you were wondering... http://t.co/OZ5BBDkHzu"""	" ""@LynneOakvik:"	" Donald Trump Proves Hair Is Real | Interview | --In case you were wondering... http://t.co/OZ5BBDkHzu"""	donald trump proves hair is real interview in case you were wondering
1	TrumpsBrain	RT @TrumpsBrain: Gee, now why would Trump want to have better relations with Taiwan over Mainland China? https://t.co/Kmzzrl4WM6		 Gee, now why would Trump want to have better relations with Taiwan over Mainland China? https://t.co/Kmzzrl4WM6	gee now why would trump want to have better relations with taiwan over mainland china
1	2NE1PB1984	RT @2NE1PB1984: BBC News - Trump-Taiwan call breaks US policy stance		 BBC News - Trump-Taiwan call breaks US policy stance	bbc news trumptaiwan call breaks us policy stance
1	CNNPolitics	RT @CNNPolitics: Donald Trump speaks with Taiwan's President, a move that threatens to trigger a diplomatic showdown with China https://t.c??e		 Donald Trump speaks with Taiwan's President, a move that threatens to trigger a diplomatic showdown with China https://t.c??e	donald trump speaks with taiwans president a move that threatens to trigger a diplomatic showdown with china
1	ChrisRBarron	RT @ChrisRBarron: Seems to me that Trump's phone call with Taiwan is a good way to put China on notice that we are done being a doormat for?? 		 Seems to me that Trump's phone call with Taiwan is a good way to put China on notice that we are done being a doormat for??	seems to me that trumps phone call with taiwan is a good way to put china on notice that we are done being a doormat for
1	billyeichner	RT @billyeichner: Ok now the President of Taiwan just called me and asked for tickets to Hairspray Live, fuck you Trump.		 Ok now the President of Taiwan just called me and asked for tickets to Hairspray Live, fuck you Trump.	ok now the president of taiwan just called me and asked for tickets to hairspray live fuck you trump
1	DVATW	RT @DVATW: Trump-Taiwan call: China lodges protest. Protest all they want. The call came from Taiwan! Good for him  https://t.co/9TbtXlICgx		 Trump-Taiwan call: China lodges protest. Protest all they want. The call came from Taiwan! Good for him https://t.co/9TbtXlICgx	trumptaiwan call china lodges protest protest all they want the call came from taiwan good for him
1	ThePlumLineGS	RT @ThePlumLineGS: Trump's phone call with Taiwan raises conflict of interest questions, the @nytimes reports:		 Trump's phone call with Taiwan raises conflict of interest questions, the @nytimes reports:	trumps phone call with taiwan raises conflict of interest questions the nytimes reports
1	JuddLegum	RT @JuddLegum: 1. Trump spoke with Taiwan's president, something a US prez hasn't done in decades, the FT reports. It will likely anger Chi??e		 1. Trump spoke with Taiwan's president, something a US prez hasn't done in decades, the FT reports. It will likely anger Chi??e	1 trump spoke with taiwans president something a us prez hasnt done in decades the ft reports it will likely anger chie
1	abwhite7	RT @abwhite7: President Obama and President-elect Trump on #Taiwan and #China. 		 President Obama and President-elect Trump on #Taiwan and #China.	president obama and presidentelect trump on taiwan and china
1	BTW87681362	RT @BTW87681362: Bravo!		 Bravo!	bravo
1	joshgreenman	RT @joshgreenman: BuzzFeed goes with the technical term of how Trump's Taiwan conversation could impact U.S.-China relations. https://t.co/??S		 BuzzFeed goes with the technical term of how Trump's Taiwan conversation could impact U.S.-China relations. https://t.co/??S	buzzfeed goes with the technical term of how trumps taiwan conversation could impact uschina relations
1	guardian	RT @guardian: Donald Trump's phone call with Taiwan president risks China's wrath https://t.co/fiTiOWovKo		 Donald Trump's phone call with Taiwan president risks China's wrath https://t.co/fiTiOWovKo	donald trumps phone call with taiwan president risks chinas wrath
1	Jezebel	RT @Jezebel: Trump is the first president to call Taiwan since 1979 and oh man are we fucked https://t.co/EFRZioOCyJ https://t.co/2UPccoeJJF		 Trump is the first president to call Taiwan since 1979 and oh man are we fucked https://t.co/EFRZioOCyJ https://t.co/2UPccoeJJF	trump is the first president to call taiwan since 1979 and oh man are we fucked
1	_Makada_	RT @_Makada_: MSM says Trump can't talk to the leader of Taiwan but Hillary can accept millions of dollars from countries that enslave wome??l		 MSM says Trump can't talk to the leader of Taiwan but Hillary can accept millions of dollars from countries that enslave wome??l	msm says trump cant talk to the leader of taiwan but hillary can accept millions of dollars from countries that enslave womel
1	bmangh	RT @bmangh: BBC News - Trump-Taiwan call breaks US policy stance https://t.co/ZtlRodNcOB		 BBC News - Trump-Taiwan call breaks US policy stance https://t.co/ZtlRodNcOB	bbc news trumptaiwan call breaks us policy stance
1	poppy337	RT @poppy337: This ?踫??潤蕉 is ?踫??潤蕉exactly?踫??潤蕉 why ?踫??潤蕉 someone ?踫??潤蕉with?踫??潤蕉no?踫??潤蕉experience?踫??潤蕉should?踫??潤蕉not?踫??潤蕉have?踫??潤蕉been?踫??潤蕉elected?踫??潤蕉President?踫??潤蕉 		 This ?踫??潤蕉 is ?踫??潤蕉exactly?踫??潤蕉 why ?踫??潤蕉 someone ?踫??潤蕉with?踫??潤蕉no?踫??潤蕉experience?踫??潤蕉should?踫??潤蕉not?踫??潤蕉have?踫??潤蕉been?踫??潤蕉elected?踫??潤蕉President?踫??潤蕉	this is exactly why someone withnoexperienceshouldnothavebeenelectedpresident
1	mattdpearce	RT @mattdpearce: The White House is getting its news about Donald Trump from foreign governments. https://t.co/60COO6o1ow https://t.co/1eqy??l		 The White House is getting its news about Donald Trump from foreign governments. https://t.co/60COO6o1ow https://t.co/1eqy??l	the white house is getting its news about donald trump from foreign governments
1	yujiechentw	RT @yujiechentw: Trump spoke with Taiwan president, a conversation that is certain to infuriate Beijing.  https://t.co/k2E4zciG8P via @WSJ		 Trump spoke with Taiwan president, a conversation that is certain to infuriate Beijing. https://t.co/k2E4zciG8P via @WSJ	trump spoke with taiwan president a conversation that is certain to infuriate beijing via wsj
1	ChrisRBarron	RT @ChrisRBarron: Seems to me that Trump's phone call with Taiwan is a good way to put China on notice that we are done being a doormat for??n		 Seems to me that Trump's phone call with Taiwan is a good way to put China on notice that we are done being a doormat for??n	seems to me that trumps phone call with taiwan is a good way to put china on notice that we are done being a doormat forn
1	pink_lady56	RT @pink_lady56: IF Trump-Taiwan hadn't accepted the congratulatory phone call		 IF Trump-Taiwan hadn't accepted the congratulatory phone call	if trumptaiwan hadnt accepted the congratulatory phone call
1	ColumbiaBugle	RT @ColumbiaBugle: #Editorial I love how the left thinks Trump speaking to Taiwan is horrifying. Yet Obama making a deal with Iran is total??l		 #Editorial I love how the left thinks Trump speaking to Taiwan is horrifying. Yet Obama making a deal with Iran is total??l	editorial i love how the left thinks trump speaking to taiwan is horrifying yet obama making a deal with iran is totall
1	LordofWentworth	RT @LordofWentworth: China plays into Trump's hands with Taiwan declaration.		 China plays into Trump's hands with Taiwan declaration.	china plays into trumps hands with taiwan declaration
1	EricLiptonNYT	"RT @EricLiptonNYT: Trump Org: ""we are not planning any expansion into Taiwan."" How abt this? Great find @mega2e https://t.co/zBLAHLeJmz htt??l"		" Trump Org: ""we are not planning any expansion into Taiwan."" How abt this? Great find @mega2e https://t.co/zBLAHLeJmz htt??l"	trump org we are not planning any expansion into taiwan how abt this great find mega2e httl
1	larsoneric50	RT @larsoneric50: We'll completely forget Trump talked to Taiwan in 6 months when he starts a nuclear war with Mexico		 We'll completely forget Trump talked to Taiwan in 6 months when he starts a nuclear war with Mexico	well completely forget trump talked to taiwan in 6 months when he starts a nuclear war with mexico
1	dankennedy_nu	RT @dankennedy_nu: If you?e cutting Trump slack on Taiwan, it? because you assume the Chinese know he? an unqualified, ignorant buffoon.??n??ordp		 If you?e cutting Trump slack on Taiwan, it? because you assume the Chinese know he? an unqualified, ignorant buffoon.??n??ordp	if youe cutting trump slack on taiwan it because you assume the chinese know he an unqualified ignorant buffoonnordp
1	ffsake	RT @ffsake: #Trump has breeched decades of #USA foreign policy towards #China &amp; lied about the circumstances. Bodes well!! #China #Taiwan		 #Trump has breeched decades of #USA foreign policy towards #China &amp; lied about the circumstances. Bodes well!! #China #Taiwan	trump has breeched decades of usa foreign policy towards china amp lied about the circumstances bodes well china taiwan
1	Max_Fisher	RT @Max_Fisher: Trump statement refers to the nation of Taiwan ??non-recognition of Taiwan has been US policy since 1979. https://t.co/jk7Q?? @w		 Trump statement refers to the nation of Taiwan ??non-recognition of Taiwan has been US policy since 1979. https://t.co/jk7Q?? @w	trump statement refers to the nation of taiwan nonrecognition of taiwan has been us policy since 1979 w
1	PaulTyredagh81	RT @PaulTyredagh81: BBC News - Trump-Taiwan call breaks US policy stance https://t.co/H0kulBED74 He is dangerously clueless.		 BBC News - Trump-Taiwan call breaks US policy stance https://t.co/H0kulBED74 He is dangerously clueless.	bbc news trumptaiwan call breaks us policy stance he is dangerously clueless
1	kurteichenwald	RT @kurteichenwald: I wonder how conservs will respond to Trump having just reversed a China/Taiwan policy put in place by Reagan &amp; honored???		 I wonder how conservs will respond to Trump having just reversed a China/Taiwan policy put in place by Reagan &amp; honored???	i wonder how conservs will respond to trump having just reversed a chinataiwan policy put in place by reagan amp honored
1	JuddLegum	RT @JuddLegum: 2. In TOTALLY UNRELATED NEWS the Trump Organization is looking to do business in Taiwan https://t.co/OeNFigjVkZ		 2. In TOTALLY UNRELATED NEWS the Trump Organization is looking to do business in Taiwan https://t.co/OeNFigjVkZ	2 in totally unrelated news the trump organization is looking to do business in taiwan
1	phhensley	RT @phhensley: Somebody needs to explain to the Chinese that they should take the Trump Taiwan call seriously, but not literally		 Somebody needs to explain to the Chinese that they should take the Trump Taiwan call seriously, but not literally	somebody needs to explain to the chinese that they should take the trump taiwan call seriously but not literally
1	realDonaldTrump	"""@stevesipress: RT @realDonaldTrump: Entrepreneurs: Believe in yourself. If you don't, nobody else will!"	" ""@stevesipress:"	 Entrepreneurs: Believe in yourself. If you don't, nobody else will!	entrepreneurs believe in yourself if you dont nobody else will
1	_Makada_	RT @_Makada_: MSM says Trump can't talk to the leader of Taiwan but Hillary can accept millions of dollars from countries that enslave wome??e		 MSM says Trump can't talk to the leader of Taiwan but Hillary can accept millions of dollars from countries that enslave wome??e	msm says trump cant talk to the leader of taiwan but hillary can accept millions of dollars from countries that enslave womee
1	terrymendozer	RT @terrymendozer: Obama will not release info to congress on refugees deal and y'all worried about a congratulatory call from our ally Tai??e		 Obama will not release info to congress on refugees deal and y'all worried about a congratulatory call from our ally Tai??e	obama will not release info to congress on refugees deal and yall worried about a congratulatory call from our ally taie
1	American1765	RT @American1765: Trump repairs relations w/more than Taiwan. Duterte felt rapport with Trump, assures U.S.-Philippines ties intact		 Trump repairs relations w/more than Taiwan. Duterte felt rapport with Trump, assures U.S.-Philippines ties intact	trump repairs relations wmore than taiwan duterte felt rapport with trump assures usphilippines ties intact
1	DanEggenWPost	RT @DanEggenWPost: Live footage from the State Department in wake of Trump Taiwan call https://t.co/DWRx8vRDoj		 Live footage from the State Department in wake of Trump Taiwan call https://t.co/DWRx8vRDoj	live footage from the state department in wake of trump taiwan call
1	TimOBrien	RT @TimOBrien: Trump Organization has been fishing for biz deals in Taiwan but I'm sure that wasn't the reason PEOTUS called https://t.co/n??n		 Trump Organization has been fishing for biz deals in Taiwan but I'm sure that wasn't the reason PEOTUS called https://t.co/n??n	trump organization has been fishing for biz deals in taiwan but im sure that wasnt the reason peotus called
1	RiskyLiberal	RT @RiskyLiberal: The scariest thing about Trump-Taiwan, Duerte, Pakistan is that there is CLEARLY NO ADULT IN THE ROOM preserving world sa??n		 The scariest thing about Trump-Taiwan, Duerte, Pakistan is that there is CLEARLY NO ADULT IN THE ROOM preserving world sa??n	the scariest thing about trumptaiwan duerte pakistan is that there is clearly no adult in the room preserving world san
